airline_sentiment,text
positive,So appreciated! @united
positive,@united Hmmm...seems like this could be something to be changed to be more #flyerfriendly.
positive,@united No problem just follow me back so I can! Thank you!
negative,@united any help is appreciated. That's a LOOONG wait for help on something that's not his fault
negative,@united my husband is supposed to fly RDU to IAD then IAD to FRA leaving in 2 hours. You Cancelled Flighted his flight and there's a 1hr wait on phone
negative,@united is probably the least satisfactory airline I've ever been on. Never fails to disappoint.
positive,@united this flight has been amazing. This is the best flight I have ever been on I am not kidding. Service is INCREDIBLE!
negative,@united not sure why u call it customer care.  Should be customer we don't care
negative,@united who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in #Belize right now.
negative,@united I fly @AmericanAir normally.  This doesn't happen to me with them.  I'll let your flyers provide their own feedback. Thank you.
positive,@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!
negative,@united how about plowing the snow at a gate before the plane arrives so we don't sit for 45 minutes after an 8 hr flight.... Fail
positive,@united Rhonda C. at Atlanta airport redeemed you guys. She got us straightened out.
negative,"@united ok so what is being done about my experience? My family had a terrible experience for $1,200. It's kind of like being robbed.Explain"
negative,@united great job losing one of my six bags on a direct flight.  Don't know how you manage to do it.
negative,@united the worst customer service in Denver.
negative,"@united ruined my day &amp; start trip SFO to GIG. both legs changed, lost my paid upgrade &amp; 200 1st class seat &amp; moved me from Econ + to Econ"
negative,@united now been on board with no movement for 25 min...wow this experience just keeps getting worse and worse
negative,@united have an employee at the gate 15min before boarding like u expect ur customers to. Be a competent company like ur rivals
negative,@united No wonder the cabin is filthy. #badservice
negative,"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice"
negative,@united I need #United to be a better airline!!
negative,@united flight was Cancelled Flightled due to mechanical issues but when I ask for cab fare they say it was weather and can't help me
positive,"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!"
negative,"@united Luckily, I had my disinfectant wipes and did your job for you. You're welcome. #badservice"
negative,@united You really should clean the food and coffee stains off of the area around the seats when new passengers come aboard. Gross!
positive,@united cldnt be happier w the many plastic wing pins given to me on flight 494. I love them! Amazing staff! So nice http://t.co/CbV7f3KBKx
negative,@united help? Invest more in your planes and your people and less in stock buybacks and executive pay. Maybe then you would not disappoint.
negative,@united ROC flight Cancelled Flightled. Love my snowy drive home with no useful substitutes
negative,@united that's a crazy long form! You need something other than a video?
negative,@united I hope not to see the same issue on my return flight tomorrow
negative,@united flight just Cancelled Flightled. This is ridiculous
negative,@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins
positive,@united thanks for the reply.  If you can get me a better seat on my next leg to Munich. That would be nice.
negative,@united appreciate getting put on hold for 20min and then getting hung up on because I was requesting help for big group. I'll try #Delta
negative,@united thank you for your reply.  My frustration is that spending a upgrade just puts you on a wait  list.
negative,@united @nathankillam or your staff could try not throwing the luggage around.
negative,@united 4 of us are stranded   And flying from New Orleans to Huston tonight and we will be stuck there for two days. Rather fly than wait.
negative,@united hello I am flying first class and am behind 20 people on zone 1!!!!!  Pls pass on to app dept - you should board 1st class first
positive,@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.
negative,"@united can't get anyone to deal with me in person. Cowardly customer service, I can't be looked in the eyes by anyone."
negative,"@united nope. Called, lost the seating preference I paid for, and here I still sit. We'll see what happens w/ my flight Late Flightr."
negative,@united stuck in DC trying to get to Denver. The engine shut down twice on us at the terminal. Got any available flights for me?
positive,"@united Ill check it out, appreciate the response, regardless."
negative,@united yes 1427 Cancelled Flightled. Moved to 333. I'll figure out car rental changes and such.
negative,"@united troubling news, time to raise the bar on legroom! http://t.co/nmbHNGnMkI"
positive,@united 1632 was phenomenal frm gate (SEA) to gate (IAD)
positive,.@united Thanks. Hopefully this is easily resolved.
negative,@united terrible travel experience. Traveled 8000 miles roundtrip but two Cancelled Flightlations of short hops cost me two days
negative,@united why are you charging people to see the freaking flight map? https://t.co/AgPb45v8wt
negative,@United my flight from MCO has been delayed &amp; scheduled to arrive after my connection departs. What options do I have?
negative,@united is not a company that values it's customer &amp; after reading tweets to them I'm not the only one who feels that way #lostmybusiness
